运行ID,试验目录,算法,随机种子,评估序号,阶段,延迟_ns,能耗_nJ,面积_um2,功耗_W,精度,单次耗时_s,是否帕累托点,交叉阵列尺寸,ADC档位,DAC档位,PE阵列规模,Tile连接方式,片间带宽,片内带宽,附加JSON
run_20260408_163815,random_seed42,random,42,1,random,3326964.398290484,247921.65228251895,1339130497.857671,13.755115679509586,,3.548711061477661,0,512x512,8,3,2x2,1,20,2048,{}
run_20260408_163815,random_seed42,random,42,2,random,19291926.87665429,7835727.679306531,2464011062.379884,398.8405919209127,,4.9165239334106445,0,256x256,4,4,8x8,1,20,1024,{}
run_20260408_163815,random_seed42,random,42,3,random,2960188.2572443997,1179141.4806511432,1916705031.9287505,209.35127119382722,,4.037322998046875,0,256x256,7,1,2x2,0,80,1024,{}
run_20260408_163815,random_seed42,random,42,4,random,18711418.87665424,7826343.454128931,2463782603.883883,394.43390392091266,,5.177014112472534,0,256x256,4,3,8x8,0,80,1024,{}
run_20260408_163815,random_seed42,random,42,5,random,10611330.874449141,1893538.7479055985,1633907457.4044669,98.6841708858168,,3.217672348022461,0,512x512,4,1,4x4,1,20,1024,{}
run_20260408_163815,random_seed42,random,42,6,random,17918321.029527146,4068777.3462641467,3595349848.3779373,139.52886776110958,,4.003819942474365,0,512x512,6,1,8x8,2,10,1024,{}
run_20260408_163815,random_seed42,random,42,7,random,17187592.969037365,6710195.726189972,2436485942.379884,246.12635192091264,,5.137508869171143,0,256x256,7,4,8x8,3,80,2048,{}
run_20260408_163815,random_seed42,random,42,8,random,2665599.891218611,1179141.4806511432,1916705031.9287505,209.35127119382722,,4.701213836669922,0,256x256,7,1,2x2,2,80,2048,{}
run_20260408_163815,random_seed42,random,42,9,random,16948647.259466793,6710195.726189972,2436485942.379884,246.12635192091264,,5.153158903121948,0,256x256,7,4,8x8,0,80,1024,{}
run_20260408_163815,random_seed42,random,42,10,random,9857958.165838052,3810983.4061792186,2269800363.6301513,355.1700990366523,,4.685247898101807,0,256x256,6,1,4x4,0,80,2048,{}
run_20260408_163815,random_seed42,random,42,11,random,18993398.4604393,8278727.509742103,2831816854.6358833,392.2305599209127,,4.447843790054321,0,256x256,6,2,8x8,1,40,512,{}
run_20260408_163815,random_seed42,random,42,12,random,15560803.412339618,3241313.6269871467,3161993048.377938,86.0735077611096,,4.570603847503662,0,512x512,7,1,8x8,3,80,1024,{}
run_20260408_163815,random_seed42,random,42,13,random,3706197.71629867,1470808.079405812,2219391917.81675,348.15553199382725,,4.83359169960022,0,256x256,6,2,2x2,3,20,1024,{}
run_20260408_163815,random_seed42,random,42,14,random,20054371.074700996,7826343.454128931,2463782603.883883,394.43390392091266,,5.714404106140137,0,256x256,4,3,8x8,0,10,512,{}
run_20260408_163815,random_seed42,random,42,15,random,9394816.975337297,1155571.9243008406,1618730196.348467,65.48469408581681,,3.4814441204071045,0,512x512,7,4,4x4,0,20,1024,{}
run_20260408_163815,random_seed42,random,42,16,random,2805870.6572443983,1179141.4806511432,1916705031.9287505,209.35127119382722,,3.6825389862060547,0,256x256,7,1,2x2,1,80,1024,{}
run_20260408_163815,random_seed42,random,42,17,random,8787252.374041306,2534272.852173059,1954203563.630151,216.07505903665228,,3.9495790004730225,0,256x256,7,1,4x4,2,40,512,{}
run_20260408_163815,random_seed42,random,42,18,random,9529723.132800777,3002880.511471623,2269845919.3421516,356.18528463665234,,4.796635150909424,0,256x256,6,2,4x4,2,40,512,{}
run_20260408_163815,random_seed42,random,42,19,random,4625945.820790893,862587.779065012,1916748717.8167503,210.35073199382722,,4.877871036529541,0,256x256,7,2,2x2,3,10,2048,{}
run_20260408_163815,random_seed42,random,42,20,random,5389223.27388856,1470808.079405812,1937802157.8167503,348.15553199382725,,4.567018985748291,0,256x256,4,2,2x2,1,10,2048,{}
run_20260408_163815,random_seed42,random,42,21,random,9530154.234055344,2600318.562101825,2269937030.766151,358.2156558366524,,5.919496059417725,0,256x256,6,3,4x4,1,40,512,{}
run_20260408_163815,random_seed42,random,42,22,random,2741233.8738991986,713792.8179359464,1917010833.14475,216.34749679382722,,5.451606035232544,0,256x256,7,4,2x2,0,80,512,{}
run_20260408_163815,random_seed42,random,42,23,random,19296287.874701165,7835727.679306531,2464011062.379884,398.8405919209127,,5.194000244140625,0,256x256,4,4,8x8,1,20,512,{}
run_20260408_163815,random_seed42,random,42,24,random,9095153.178563884,1155571.9243008406,1618730196.348467,65.48469408581681,,3.9922640323638916,0,512x512,7,4,4x4,1,80,2048,{}
run_20260408_163815,random_seed42,random,42,25,random,2975514.952024204,1102740.4859567464,2219654033.1447506,354.1522967938272,,4.856858968734741,0,256x256,6,4,2x2,0,80,512,{}
run_20260408_163815,random_seed42,random,42,26,random,10034920.361167714,1346785.8555783585,1618506497.4044669,60.85505088581681,,3.084291934967041,0,512x512,7,1,4x4,0,10,512,{}
run_20260408_163815,random_seed42,random,42,27,random,4137979.606093933,384550.5447642954,1785384199.9287503,37.49613551382723,,3.6054842472076416,0,256x256,8,1,2x2,0,20,512,{}
run_20260408_163815,random_seed42,random,42,28,random,9895354.36834749,3002880.511471623,1976203679.3421512,356.18528463665234,,4.509352922439575,0,256x256,4,2,4x4,3,40,2048,{}
run_20260408_163815,random_seed42,random,42,29,random,18709238.377630804,7826343.454128931,2831931083.8838835,394.43390392091266,,4.528000116348267,0,256x256,6,3,8x8,1,80,2048,{}
run_20260408_163815,random_seed42,random,42,30,random,9525869.568347652,3002880.511471623,2269845919.3421516,356.18528463665234,,3.96933913230896,0,256x256,6,2,4x4,2,40,2048,{}
run_20260408_163815,random_seed42,random,42,31,random,3636914.794871589,576817.8884751098,1422846929.729671,57.09866393550959,,2.7265126705169678,0,512x512,7,1,2x2,3,40,2048,{}
run_20260408_163815,random_seed42,random,42,32,random,4467300.224039136,391921.71155906294,1422930561.8576708,58.96486073550959,,2.963587999343872,0,512x512,7,3,2x2,0,20,512,{}
run_20260408_163815,random_seed42,random,42,33,random,12895657.628361415,2389702.8504821234,2974016434.4899387,20.267743185109588,,3.4020490646362305,0,512x512,8,2,8x8,1,80,2048,{}
